run_idx,repeat,query,query_category,source,source_name,source_status,recipes_found,success,has_403,latency_ms,fallback_external_used,fallback_mirror_used,source_unavailable,http_statuses
254,5,mushroom soup,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3463.6057000025176,0,1,1,[403]
255,5,mushroom soup,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3352.8207000053953,0,1,1,[403]
256,5,salmon,main,bbc,BBC Food,ok,1,1,0,2678.7610000174027,0,0,0,[200]
257,5,salmon,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3063.4890000219457,0,1,1,[403]
258,5,salmon,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3197.4511000153143,0,1,1,[403]
259,5,lentil dal,main,bbc,BBC Food,ok,1,1,0,2584.4381999922916,0,0,0,[200]
260,5,lentil dal,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4073.9845000207424,0,1,1,[403]
261,5,lentil dal,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3441.6588000021875,0,1,1,[403]
262,5,apple pie,dessert,bbc,BBC Food,ok,1,1,0,2483.066599990707,0,0,0,[200]
263,5,apple pie,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,4158.113500016043,0,1,1,[403]
264,5,apple pie,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3590.3193000121973,0,1,1,[403]
265,5,lasagne,main,bbc,BBC Food,ok,1,1,0,2455.4089000157546,0,0,0,[200]
266,5,lasagne,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,6021.383900020737,0,1,1,[403]
267,5,lasagne,main,serious,Serious Eats,temporarily_unavailable,0,0,1,6986.820299993269,0,1,1,[403]
268,5,thai curry,main,bbc,BBC Food,ok,1,1,0,2694.823500001803,0,0,0,[200]
269,5,thai curry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3287.1344999875873,0,1,1,[403]
270,5,thai curry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3449.4899999990594,0,1,1,[403]
271,5,brownies,dessert,bbc,BBC Food,ok,1,1,0,2626.5037000121083,0,0,0,[200]
272,5,brownies,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3691.2834999966435,0,1,1,[403]
273,5,brownies,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3619.746499985922,0,1,1,[403]
274,5,risotto,main,bbc,BBC Food,ok,1,1,0,2690.3761999856215,0,0,0,[200]
275,5,risotto,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3422.2264000272844,0,1,1,[403]
276,5,risotto,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4673.173299990594,0,1,1,[403]
277,5,vegan burger,main,bbc,BBC Food,ok,1,1,0,2652.19569997862,0,0,0,[200]
278,5,vegan burger,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4197.080099984305,0,1,1,[403]
279,5,vegan burger,main,serious,Serious Eats,temporarily_unavailable,0,0,1,4388.421999989077,0,1,1,[403]
280,5,banana bread,dessert,bbc,BBC Food,ok,1,1,0,3401.3376999937464,0,0,0,[200]
281,5,banana bread,dessert,simply,Simply Recipes,temporarily_unavailable,0,0,1,3353.184399980819,0,1,1,[403]
282,5,banana bread,dessert,serious,Serious Eats,temporarily_unavailable,0,0,1,3074.9840999778826,0,1,1,[403]
283,5,roast chicken,main,bbc,BBC Food,ok,1,1,0,2534.959999989951,0,0,0,[200]
284,5,roast chicken,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,4385.522199998377,0,1,1,[403]
285,5,roast chicken,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3945.6300000019837,0,1,1,[403]
286,5,tacos,main,bbc,BBC Food,ok,1,1,0,2558.452800003579,0,0,0,[200]
287,5,tacos,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3339.447599981213,0,1,1,[403]
288,5,tacos,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3474.2008000030182,0,1,1,[403]
289,5,pancakes,breakfast,bbc,BBC Food,ok,1,1,0,2140.7794000115246,0,0,0,[200]
290,5,pancakes,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,3177.0609999948647,0,1,1,[403]
291,5,pancakes,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,4203.61860000412,0,1,1,[403]
292,5,omelette,breakfast,bbc,BBC Food,ok,1,1,0,3041.450899996562,0,0,0,[200]
293,5,omelette,breakfast,simply,Simply Recipes,temporarily_unavailable,0,0,1,4601.114300021436,0,1,1,[403]
294,5,omelette,breakfast,serious,Serious Eats,temporarily_unavailable,0,0,1,3838.963899994269,0,1,1,[403]
295,5,ramen,main,bbc,BBC Food,ok,1,1,0,2368.6840999871492,0,0,0,[200]
296,5,ramen,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3067.5642999995034,0,1,1,[403]
297,5,ramen,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3330.9216999914497,0,1,1,[403]
298,5,stir fry,main,bbc,BBC Food,ok,1,1,0,2635.5628999881446,0,0,0,[200]
299,5,stir fry,main,simply,Simply Recipes,temporarily_unavailable,0,0,1,3646.4708000130486,0,1,1,[403]
300,5,stir fry,main,serious,Serious Eats,temporarily_unavailable,0,0,1,3384.0794000134338,0,1,1,[403]
